Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Inish Beg Island,-9.352918849,51.52125347,Cork,Baltimore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
'On The Nail' Literary Readings,-8.62318,52.667199,Limerick,Limerick City,Republic of Ireland,"Learning,Activity Operator,Literary Ireland"
Castle Leslie Estate,-6.893738,54.318282,Monaghan,Glaslough,Ireland,"Falconry,Nature and Wildlife,Fishing,Angling,Horse Riding,Equestrian,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Restaurant,Activity Operator"
Inch Wildfowl Reserve,-7.444063581,55.05160124,Donegal,Burt,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
Lettermullen & Garumna Heritage Centre,-9.732409066,53.24323604,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Marlfield House & Gardens,-6.275211,52.668747,Wexford,Gorey,Ireland,"Walking,Gardens,Garden"
The Spanish Arch,-9.0540754,53.2697482,Galway,,Ireland,Museums and Attraction
National University of Ireland Galway,-9.0617372,53.2791549,Galway,,Ireland,"Restaurant,Learning,Literary Ireland,Food and Drink,Pubs and Bar"
The Carol Cronin Gallery,-10.269942,52.141735,Kerry,Dingle,Ireland,"Craft,Shopping,Art Gallery"
The Lace Gallery,-6.7364351,52.7535167,Carlow,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Nowlan Park  Gaelic Stadium,-7.238554,52.656856,Kilkenny,Kilkenny City,Republic of Ireland,"Gaa,Activity Operator,Stadium,Sports Venue,Venue,Sports Venues"
The Narrow Space Gallery,-7.7010266,52.3530531,Tipperary,Oldbridge,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Oranmore Castle,-8.9346103,53.2682869,Galway,Oranmore,Ireland,"Castle,Historic Houses and Castle,Venue,Music,Tour"
Greenacres Art Centre,-6.464030093,52.34143477,Wexford,Wexford Town,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Comedy,Music,Activity Operator"
The Green Door Studio,-7.928642,55.174701,Donegal,,Ireland,"Craft,Shopping,Art Gallery"
Killagholehane Cemetery and Church,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Desmond Castle and  Wine Museum,-8.5246615,51.7072605,Cork,Kinsale,Ireland,"Castle,Historic Houses and Castle,Museums and Attraction"
Cappoquin House,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Tour"
The Dunamaise Arts Centre,-7.2999834,53.0343718,Laois,Portlaoise,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Comedy,Music"
Cill Rialaig Arts Centre,-10.266434,51.832582,Kerry,Ballinskelligs,Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
Hennigan's Heritage Centre,-8.9873735,53.9742534,Mayo,,Ireland,"Museums and Attraction,Visitor Farm,Tour"
Fairbrook House Garden and Museum,-7.2636416,52.2397242,Waterford,,Ireland,"Gardening,Nature and Wildlife,Historic Houses and Castle,Art Gallery,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Tour"
Kinsale Museum,-8.5242949,51.7062717,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Blarney House and Gardens,-8.5707144,51.9291159,Cork,Blarney,Ireland,"Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Thomond Park,-8.642519,52.6742164,Limerick,,Ireland,"Museums and Attraction,Stadium,Sports Venue,Venue,Sports Venues,Cafe,Food and Drink,Pubs and Bar,Food Shops,Shopping,Tour"
The Bishop’s Palace Museum,-7.1076518,52.2595399,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Mooghaun Bronze Age Hillfort,-8.8792287,52.7821867,Clare,,Ireland,Museums and Attraction
Springmount Garden Centre,-6.307027,52.628776,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Bainnlann Chul na nGabhar Art Gallery,-7.6247721,52.0897542,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
Inis Bó Finne (Inishbofin Island) - Donegal,-8.170623921,55.1678058,Donegal,,Ireland,"Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking,Beach,Island,Offshore Island,Natural Landscape"
The Donegal Gaeltacht,-8.1107141,54.654487,Donegal,Glencolmcille,Ireland,Natural Landscape
Sean Burns Gallery,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery"
Inishbofin Heritage Museum & Gift Shop,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction
Curragh Military Museum,-6.8309714,53.1458507,Kildare,,Ireland,"Learning,Photography,Museums and Attraction,Tour"
The Hamilton Gallery,-8.47239424,54.27052612,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Peter Cox Photography Gallery,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballymurrin Quaker Farmstead,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
Kilbrittain Whale,-8.6917337,51.6735577,Cork,Kilbrittain,Ireland,Natural Landscape
Elphin Windmill,-8.2156595,53.8599596,Roscommon,Elphin,Ireland,Museums and Attraction
Áras an Mhuilinn Regional Comhaltas Centre,-7.339915,53.5238343,Westmeath,Mullingar,Ireland,"Learning,Traditionally Irish,Literary Ireland,Cafe,Food and Drink"
The House of Waterford Crystal,-7.1067612,52.2592684,Waterford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Museums and Attraction,Cafe,Food and Drink,Food Shops,Tour"
North Mayo Family Research Centre,-9.3114016,54.0704965,Mayo,Ballina,Ireland,"Tracing Your Ancestors,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink"
Blue Egg Gallery,-6.4646946,52.3393084,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Kilkenny Way Hurling Experience,-7.251394,52.6515332,Kilkenny,,Ireland,"Restaurant,Gaa,Activity Operator,Food and Drink,Pubs and Bar,Tour"
Jungle City,-8.89378084,51.62005311,Cork,Clonakilty,Ireland,Public Sculpture
Dog's Bay Beach,-9.961441097,53.37969391,Galway,Roundstone,Ireland,Beach
The Pavilion Garden Centre,-8.463893,51.826548,Cork,Ballygarvan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Waterford Medieval Museum,-7.1069548,52.259739,Waterford,,Ireland,"Historic Houses and Castle,Museums and Attraction,Shopping,Cafe,Food and Drink,Tour"
West Cork Crafts,-9.2680878,51.5492652,Cork,Skibbereen,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Gallery Kinsale,-8.5226584,51.7049885,Cork,Kinsale,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
St Aidan's Cathedral,-6.5709015,52.5028662,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Great Sugar Loaf Mountain,-6.151,53.152,Wicklow,Kilmacanogue,Ireland,"Walking,Natural Landscape"
The Back Lane Pop Up Gallery,-9.5062927,52.0589956,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Skryne Church,-6.5631088,53.5859852,Meath,Skreen,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ardmulchan Church,-6.628602,53.6718102,Meath,Kells,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Townley Hall Woods,-6.438562,53.734372,Meath,Oldbridge,Ireland,Natural Landscape
Donaghpatrick Church,-6.7595492,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Patrickstown Viewing Point,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Avoca Studio Gallery,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Brideweir Hous,-8.1550475,52.0869699,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Drishane House,-9.1811823,51.5261146,Cork,Drishane,Ireland,"Historic Houses and Castle,Gardens,Garden,Museums and Attraction"
Woodford Bourne Warehouse,-8.4813349,51.8982822,Cork,,Ireland,"Historic Houses and Castle,Food and Drink,Pubs and Bar"
Vanda Art Gallery,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Crotty Church,-7.9139199,53.0939863,Offaly,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Secret Gardens Sligo,-8.476086439,54.27641929,Sligo,Sligo Town,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
O'Brien Studio Bunratty Folk Park,-8.8119226,52.6995682,Clare,Bunratty,Ireland,"Photography,Learning,Shopping,Shopping Centres and Department Store,Museums and Attraction,Food Shops"
Mick The Miller Monument,-7.449883629,53.2139092,Offaly,Killeigh,Ireland,Public Sculpture
"The Glen, Strandhill",-8.580854643,54.26105082,Sligo,Strandhill,Ireland,Natural Landscape
Aine Dunne - Fine Art Tapestry Weaver,-6.351277,53.762114,Louth,Drogheda,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Ballyshannon and District Museum,-8.1894979,54.5011941,Donegal,Ballyshannon,Ireland,Museums and Attraction
Ballagh Studio,-7.2898999,55.3145175,Donegal,Ballagh,Ireland,"Craft,Shopping,Art Gallery"
Árainn - Inis Mór (Inishmore),-9.7315917,53.1280443,Galway,,Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Shopping,Shopping Centres and Department Store,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Local Produce,Food and Drink,Pubs and Bar"
Cé Mhachaire Uí Rabhartaigh  (Min Larach Harbour),-8.1746006,55.146192,Donegal,,Ireland,Embarkation Point
Cé an Bhuna Bhig (Bunbeg Harbour),-8.3093977,55.057756,Donegal,Bunbeg,Ireland,Embarkation Point
Cé Ailt an Chorráin (Burtonport Harbour),-8.4413892,54.983318,Donegal,Burtonport,Ireland,Embarkation Point
Roonagh Pier,-9.9038798,53.761692,Mayo,Louisburgh,Ireland,Embarkation Point
Calafort Ros an Mhíl (Rossaveel Harbour),-9.5618847,53.265879,Galway,Rossaveal,Ireland,Embarkation Point
Galley Head View,-8.9518085,51.534963,Cork,,Ireland,Natural Landscape
Cleggan Harbour,-10.111172,53.556776,Galway,Cleggan,Ireland,Embarkation Point
Schull Harbour,-9.5433981,51.5249609,,,Ireland,Embarkation Point
Doolin Pier,-9.4045007,53.015342,Clare,Doolin,Ireland,Embarkation Point
Cé Dhún Chaoin (Dunquin Pier),-10.4606725,52.1243059,Kerry,,Ireland,Embarkation Point
Cuan an Daingin (Dingle Harbour),-10.278091,52.139049,Kerry,Dingle,Ireland,Embarkation Point
Portmagee Harbour,-10.365681,51.886058,Kerry,Portmagee,Ireland,"Embarkation Point,Boat,Tour"
Cé Bhaile an Sceilg (Ballinskelligs Pier),-10.274349,51.810877,Kerry,Ballinskelligs,Ireland,Embarkation Point
Castletownbere Harbour,-9.9082625,51.652249,Cork,,Ireland,Embarkation Point
Pontoon Pier,-9.8555982,51.6550753,Cork,Pontoon,Ireland,Embarkation Point
Glengarriff Harbour,-9.5422482,51.749514,Cork,Glengarriff,Ireland,Embarkation Point
Bantry Harbour,-9.4611105,51.6798532,Cork,,Ireland,Embarkation Point
Baltimore Harbour,-9.3699,51.48573,Cork,Baltimore,Ireland,Embarkation Point
Collon House,-6.4865,53.778286,Louth,Collon,Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Heir Island,-9.4395971,51.4947475,Cork,Heir Island,Ireland,"Bird Watching,Nature and Wildlife,Cycling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape"
Hall of the Red Earl,-9.0536808,53.2710075,Galway,,Ireland,Museums and Attraction
It Must Be Dingle Gallery,-10.4290671,52.1763326,Kerry,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Cé Bhun an Bhaile (Bunavalla Pier),-10.14927,51.76558,Kerry,,Ireland,Embarkation Point
The Chimera Gallery,-7.3435026,53.5251466,Westmeath,Mullingar,Ireland,Art Gallery
Teach Mhuiris,-8.292346461,55.07528477,Donegal,Derrybeg,Ireland,"Castle,Historic Houses and Castle"
WW2 Memorial and Information Point,-7.9553654,55.1885934,Donegal,Dunfanaghy,Ireland,Public Sculpture
Sarah Walker Gallery,-9.9114999,51.6502189,Cork,Castletownbere,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Ireland Writing Retreat Donegal,-8.232854867,55.05149629,Donegal,Gweedore,Ireland,"Learning,Activity Operator,Literary Ireland"
Garraí Fadó Garden,-9.955257441,51.68546683,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
North Kerry Museum,-9.6553707,52.4708634,Kerry,Ballyduff,Ireland,"Museums and Attraction,Food Shops,Shopping"
Waterville Heritage Gallery,-10.17288159,51.82836927,Kerry,Waterville,Ireland,"Craft,Shopping,Art Gallery,Museums and Attraction,Food Shops"
Michael Hanrahan Artist,-9.3388076,52.9280625,Clare,Lahinch,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Shannon Dolphin and Wildlife Centre,-9.4969951,52.6350948,Clare,Kilrush,Ireland,"Learning,Museums and Attraction"
126 Artist-Run Gallery,-9.0494491,53.2772719,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Burren Art & Craft Fair,-9.150688235,53.11695957,Clare,Ballyvaughan,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Ross Fine Art Gallery and Craft Boutique,-7.650644,55.036674,Donegal,Ramelton,Ireland,"Craft,Shopping,Art Gallery"
The Butter Slip - Kilkenny,-7.252329391,52.65236152,Kilkenny,Kilkenny City,Ireland,Museums and Attraction
Circle of Life National Organ Donor Commemorative Garden,-9.0855395,53.2580142,Galway,Galway City,Ireland,"Gardens,Garden"
Bernard McGlinchey Town Park,-7.736715873,54.9511565,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Ballymacool Town Park,-7.736715873,54.9511565,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Burren Experience Guided Walks,-9.062701254,52.94492049,Clare,Corofin,Ireland,"Learning,Walking,Activity Operator,National Park,National and Forest Park,Tour"
Achill Heritage Centre,-9.9833712,53.9762269,Mayo,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Activity Operator"
Claregalway Museum and Forge,-8.927952,53.359957,Galway,Claregalway,Ireland,Museums and Attraction
Cunnamore Pier,-9.424822,51.503928,,,,Embarkation Point
Colla Pier,-9.561419,51.506532,,,,Embarkation Point
Kilbaha Gallery,-9.8748001,52.5679,Clare,Kilbaha,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Goma Contemporary Gallery,-7.1052349,52.2594229,Waterford,,Ireland,Art Gallery
Dursey Sound,-10.155077,51.610024,Cork,,Ireland,Embarkation Point
Castledermot Round Tower & High Cross & St. Davids Graveyard,-6.834859,52.9103756,Kildare,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Poet's Cottage,-7.5924095,53.0048261,Laois,,Ireland,Museums and Attraction
I am of Ireland,-7.8366185,51.993867,Waterford,Clashmore,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Michael Budd Blacksmith,-8.376667,54.079911,Sligo,Castlebaldwin,Ireland,"Craft,Shopping,Art Gallery"
Clonony Castle,-7.922767,53.2358989,Offaly,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
King of the Vikings,-7.1065787,52.2602933,Waterford,,Ireland,"Learning,Museums and Attraction"
The Olde Forge at Logue’s of Cranford,-7.6966695,55.1396713,Donegal,Cranford,Ireland,"Museums and Attraction,Food and Drink,Pubs and Bar"
Top of the Rock Viewing Platform Trail,-10.25257468,51.96038621,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape"
Martina Furlong - Artists Studio Gallery,-6.4063611,52.498219,Wexford,Gorey,Ireland,"Craft,Shopping,Art Gallery"
Heron Gallery Café and Gardens,-9.629092695,51.60260046,Cork,Ahakista,Ireland,"Gardens,Garden,Cafe,Food and Drink"
Marshall Doran Collection at Belleek Castle,-9.1454577,54.1333375,Mayo,Ballina,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Haggardstown Old Church and Graveyard,-6.3780595,53.9662155,Louth,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Blackrock Boathouse,-6.367440639,53.95728611,Louth,Blackrock,Ireland,"Walking,Historic Houses and Castle"
Blackrock Wetlands,-6.3717605,53.9577093,Louth,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
IUNVA Post 19,-7.731853492,54.95740387,Donegal,Letterkenny,Ireland,Public Sculpture
Lisdoonvarna Spa Wells Heritage Centre,-9.2892478,53.0255378,Clare,Lisdoonvarna,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink"
Passage West Maritime Museum CLG,-8.336456,51.872362,Cork,Passage West,Ireland,Museums and Attraction
Dingle Oceanworld Aquarium,-10.278295,52.139904,Kerry,Dingle,Ireland,"Learning,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping"
Cashel Folk Village Museum,-7.8882142,52.5174899,Tipperary,Cashel,Ireland,"Learning,Museums and Attraction"
Carrowkeel Megalithic Site,-8.387667137,54.07453456,Sligo,Carrowkeel,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Lavit Gallery,-8.4793557,51.8963646,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Hamwood House and Gardens,-6.5136092,53.4112349,Meath,Dunboyne,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Tour"
Dysert O'Dea Castle & Clare Archaeology Centre,-9.0663787,52.9113842,Clare,Corofin,Ireland,"Walking,Castle,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Guillamene and Newtown Cove,-7.1648988,52.1438616,Waterford,Newtown,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Coney Island,-8.5918066,54.2959613,Sligo,Coney Island,Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Food and Drink,Pubs and Bar"
Donaghmore Famine Workhouse Museum,-7.6125907,52.8770211,Laois,Donaghmore,Ireland,"Agriculture,Nature and Wildlife,Photography,Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Blue Pool,-9.5489466,51.7474502,,Beara Peninsula,Ireland,Embarkation Point
Coleman Irish Music Centre - Ceoláras Coleman,-8.5230249,53.9962462,Sligo,,Ireland,"Learning,Museums and Attraction,Shopping,Traditionally Irish,Venue,Music"
Michael Collins Birthplace,-8.9805027,51.6165156,Cork,,Ireland,"Castle,Historic Houses and Castle,Ruins"
County Museum Dundalk,-6.3971254,54.0046228,Louth,Dundalk,Ireland,"Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour"
Ballaghmore Castle,-7.707129,52.9597586,Laois,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Books@One,-9.8098762,53.7626494,Mayo,Louisburgh,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Cafe,Food and Drink,Food Shops"
Ionad Cois Locha,-8.1476412,55.025326,Donegal,Letterkenny,Ireland,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour"
Colmcille Heritage Centre,-7.9036327,54.9934003,Donegal,Churchill,Ireland,"Museums and Attraction,Cafe,Food and Drink"
The Yeats Encounter,-8.477227718,54.27385633,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Literary Ireland"
Stephenstown Pond Nature Park & The Dairy Maid Coffee Shop,-6.459102,53.963054,Louth,Knockbridge,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Learning,Photography,Walking,Forest Park,Park and Forest Walk,Museums and Attraction,Natural Landscape,Venue,Music,Cafe,Food and Drink,Tour"
Sligo Folk Park,-8.3988187,54.1294653,Sligo,Riverstown,Ireland,"Museums and Attraction,Cafe,Food and Drink"
Shackleton Museum Athy,-6.9832541,52.9916784,Kildare,Athy,Ireland,"Museums and Attraction,Tour"
Corlea Trackway Visitor Centre,-7.845441318,53.61252651,Longford,Kenagh,Republic of Ireland,"Walking,Museums and Attraction"
Tropical World,-7.6942623,54.9662137,Donegal,Letterkenny,Ireland,"Bird Watching,Nature and Wildlife,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Cavan and Leitrim Railway,-7.9164872,53.8595335,Leitrim,,Ireland,"Museums and Attraction,Tour"
The Burren Art Gallery,-8.9180727,53.0049327,Clare,,Ireland,"Craft,Shopping,Art Gallery"
The Quiet Man Cottage,-9.5390099,53.4560097,Galway,Lurgan,Ireland,Museums and Attraction
Doe Castle,-7.8645123,55.1352927,Donegal,,Ireland,"Castle,Historic Houses and Castle"
Mary Crowley's Artist Studio and Gallery,-7.495999652,55.26958374,Donegal,Clonmany,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Workhouse Attic Memorial,-8.0948333,53.9468896,Leitrim,,Ireland,"Museums and Attraction,Tour"
The Famine Graveyard,-8.0844231,53.951074,Leitrim,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Glenview Folk Museum,-7.7977659,54.0270155,Leitrim,Ballinamore,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Pubs and Bar,Tour"
Sliabh An Iarainn Visitor Centre,-8.0492747,54.0388583,Leitrim,,Ireland,Museums and Attraction
Drumkeerin Heritage Centre,-8.147950078,54.17060467,Leitrim,,Republic of Ireland,Visitor Farm
St George's Heritage & Visitor Centre,-8.0948333,53.9468896,Leitrim,,Ireland,"Learning,Museums and Attraction,Tour"
The Irish Fly Fishing and Game Museum,-7.347277,52.8342124,Laois,Attanagh,Ireland,"Fishing,Angling,Museums and Attraction,Tour"
Costello Chapel,-8.0953457,53.945309,Leitrim,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Lough Oughter,-7.4548,54.018744,Cavan,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Cuilcagh Lakelands Geopark,-7.8782702,54.2910792,Cavan,Tuam,Ireland,"Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Kayaking,Activity Operator,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Cafe,Food and Drink,Tour"
The Cathedral of Saint Patrick and Saint Felim,-7.3617541,53.9951218,Cavan,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Fethlimidh’s Cathedral,-7.414743377,53.97973685,Cavan,Kilmore,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Belturbet Heritage Railway Museum,-7.4422278,54.0977954,Cavan,Belturbet,Ireland,"Museums and Attraction,Cafe,Food and Drink,Tour"
Abbey Road Artists’ Studios,-7.9442923,53.429856,Westmeath,Athlone,Ireland,"Craft,Shopping,Art Gallery"
Nano Nagle Birthplace,-8.52273,52.15127,Cork,,Ireland,"Museums and Attraction,Activity Operator,Tour"
Granuaile Visitor Centre,-9.809611,53.763985,Mayo,Louisburgh,Republic of Ireland,Museums and Attraction
The Kenny Gallery,-9.037494,53.285813,Galway,Galway City,Ireland,"Craft,Shopping,Art Gallery"
Fiona Turley - Gallery Crafts,-8.2491951,52.1758149,Cork,Kilworth,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Ronan Halpin Gallery,-10.0966407,53.973012,Mayo,Newtown,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Waterford Room,-7.11108,52.259561,Waterford,Waterford City,Republic of Ireland,"Learning,Historic Houses and Castle,Literary Ireland"
North Tipperary Genealogy Centre,-8.200283933,52.86578066,Tipperary,Nenagh,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Birr Castle Demesne & Historic Science Centre,-7.9144857,53.0966996,Offaly,,Ireland,"Learning,Castle,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping,Tour"
Corrin Nature Reserve,-8.2853379,52.1096281,Cork,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
King House Georgian Mansion,-8.3012679,53.973018,Roscommon,,Ireland,"Historic Houses and Castle,Museums and Attraction,Literary Ireland,Venue,Music,Cafe,Food and Drink"
Nenagh Castle,-8.1982011,52.865009,Tipperary,Nenagh,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Public Park,Nature and Wildlife"
Dartfield Country Estate and Horse Museum,-8.479863,53.219883,Galway,Kilreekill,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping"
The Shannon Pot,-7.919,54.23475,Cavan,,Ireland,"River,Discovery Point"
Castlerea Railway Museum,-8.494766,53.769823,Roscommon,,Ireland,Museums and Attraction
Frances Crowe Fibre Artist at Grange Studio,-8.2470631,53.721639,Roscommon,Grange,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Farney Castle,-7.901032,52.671861,Tipperary,Thurles,Ireland,"Craft,Shopping,Photography,Learning,Historic Houses and Castle,Castle,Cafe,Food and Drink,Food Shops,Tour"
The West Clare Railway and Heritage Centre,-9.5354676,52.6683491,Clare,Moyasta,Ireland,Museums and Attraction
Clew Bay Heritage Centre,-9.55461,53.801673,Mayo,Rosbeg,Ireland,"Walking,Tracing Your Ancestors,Museums and Attraction,Activity Operator,Tour"
The Masonic Centre,-8.6256075,52.6704984,Limerick,,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Nenagh Heritage Centre & North Tipperary Genealogy,-8.2007414,52.8656669,Tipperary,Nenagh,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Tour"
St. Kilians Heritage Centre,-6.9574976,53.8125213,Cavan,,Ireland,"Museums and Attraction,Shopping,Cafe,Food and Drink,Tour"
UCC Visitors' Centre,-8.4920705,51.893486,Cork,,Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
The Sacred Heart Church,-8.195589,53.628628,Roscommon,Roscommon Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kiltyclogher Heritage Centre and Seán MacDiarmada’s Cottage,-8.0379025,54.3562595,Leitrim,Kiltyclogher,Ireland,"Museums and Attraction,Tour"
Claypipe Visitor Centre,-8.095668,53.576378,Roscommon,Knockcroghery,Ireland,"Craft,Shopping,Museums and Attraction,Food Shops"
Inishmurray Island,-8.661407319,54.43244977,Sligo,Inishmurray,Republic of Ireland,"Island,Offshore Island"
Custom House Studios & Gallery,-9.5471245,53.8002199,Mayo,,Ireland,"Craft,Shopping,Art Gallery"
Garfinny Bridge,-10.219193,52.140079,Kerry,Dingle,Republic of Ireland,Museums and Attraction
